streak_id,member_id,streak_type,streak_start_date,streak_end_date,streak_length_days,break_reason,longest_streak_flag,is_streak_ongoing,is_length_outlier_iqr,is_length_outlier_zscore
STR-031238,MBR-002249,Gym-Attendance Streak,2022-01-17,2022-02-09,24,Work Pressure,True,False,False,False
STR-011151,MBR-016186,Gym-Attendance Streak,2025-03-13,2025-05-10,59,Unknown,True,False,True,False
STR-010482,MBR-008078,Gym-Attendance Streak,2023-05-26,2023-06-12,18,Unknown,False,False,False,False
STR-031393,MBR-005566,Gym-Attendance Streak,2021-06-02,,1582,Ongoing,True,True,True,True
STR-008185,MBR-008137,App-Log Streak,2025-03-02,2025-03-03,2,Work Pressure,False,False,False,False
STR-031436,MBR-003631,Gym-Attendance Streak,2023-11-02,2023-11-21,20,Work Pressure,False,False,False,False
STR-026366,MBR-003738,Gym-Attendance Streak,2024-07-06,2024-07-15,10,Work Pressure,False,False,False,False
STR-013935,MBR-001579,Gym-Attendance Streak,2024-09-12,2024-09-14,3,Travel,True,False,False,False
STR-000211,MBR-017124,App-Log Streak,2022-10-23,2022-10-27,5,Festival/Holiday,False,False,False,False
STR-012855,MBR-013897,App-Log Streak,2022-03-12,2022-03-23,12,Motivation Loss,False,False,False,False
STR-027906,MBR-013198,Gym-Attendance Streak,2025-06-09,2025-08-22,75,Unknown,True,False,True,False
STR-030550,MBR-007632,Gym-Attendance Streak,2021-03-09,2021-03-16,8,Unknown,False,False,False,False
STR-010924,MBR-013480,App-Log Streak,2025-06-05,,118,Ongoing,True,True,True,False
STR-015286,MBR-012423,Gym-Attendance Streak,2021-03-28,2021-03-30,3,Unknown,False,False,False,False
STR-036546,MBR-005726,Gym-Attendance Streak,2022-04-07,2022-04-07,1,Motivation Loss,False,False,False,False
STR-031757,MBR-007357,Gym-Attendance Streak,2023-08-23,2023-08-24,2,Monsoon Disruption,False,False,False,False
STR-021970,MBR-015561,App-Log Streak,2022-03-15,2022-03-21,7,Unknown,True,False,False,False
STR-018580,MBR-006353,Gym-Attendance Streak,2025-06-15,2025-06-24,10,Unknown,False,False,False,False
STR-031741,MBR-005097,Gym-Attendance Streak,2021-12-23,2021-12-24,2,Festival/Holiday,False,False,False,False
STR-026666,MBR-012732,Gym-Attendance Streak,2021-08-23,2021-09-07,16,Monsoon Disruption,False,False,False,False
STR-034362,MBR-011777,Gym-Attendance Streak,2023-05-30,2023-06-09,11,Unknown,False,False,False,False
STR-037141,MBR-010806,Gym-Attendance Streak,2024-11-25,2024-11-30,6,Monsoon Disruption,False,False,False,False
STR-032872,MBR-010920,Gym-Attendance Streak,2023-06-19,2023-07-09,21,Injury,False,False,False,False
STR-008459,MBR-004461,App-Log Streak,2024-07-29,2025-01-04,160,Motivation Loss,True,False,True,False
STR-036948,MBR-008029,Gym-Attendance Streak,2025-08-10,2025-08-23,14,Unknown,False,False,False,False
STR-006123,MBR-015015,App-Log Streak,2023-11-05,2023-12-05,31,Unknown,False,False,False,False
STR-038617,MBR-004970,Gym-Attendance Streak,2023-06-19,2023-07-04,16,Monsoon Disruption,False,False,False,False
STR-031797,MBR-007453,Gym-Attendance Streak,2024-10-04,2024-10-07,4,Injury,True,False,False,False
STR-012745,MBR-005647,Gym-Attendance Streak,2023-11-16,2023-11-26,11,Work Pressure,False,False,False,False
STR-037515,MBR-007015,Gym-Attendance Streak,2025-02-10,2025-02-15,6,Unknown,True,False,False,False
STR-009343,MBR-008569,App-Log Streak,2023-04-15,2023-04-27,13,Unknown,True,False,False,False
STR-017849,MBR-004304,Gym-Attendance Streak,2024-06-26,2024-08-12,48,Monsoon Disruption,True,False,False,False
STR-013972,MBR-008359,Gym-Attendance Streak,2024-01-26,2024-01-29,4,Travel,False,False,False,False
STR-006603,MBR-006193,Gym-Attendance Streak,2022-06-29,2022-06-29,1,Unknown,False,False,False,False
STR-035879,MBR-012394,App-Log Streak,2023-06-04,2023-06-30,27,Monsoon Disruption,False,False,False,False
STR-012455,MBR-006381,Gym-Attendance Streak,2024-11-18,2024-11-24,7,Work Pressure,False,False,False,False
STR-033844,MBR-013208,Gym-Attendance Streak,2025-05-26,,128,Ongoing,True,True,True,False
STR-010643,MBR-006089,Gym-Attendance Streak,2023-07-03,2023-07-04,2,Work Pressure,False,False,False,False
STR-029647,MBR-016349,App-Log Streak,2025-08-24,,38,Ongoing,True,True,False,False
STR-002940,MBR-016709,Gym-Attendance Streak,2022-05-08,2022-05-08,1,Injury,False,False,False,False
STR-020195,MBR-012102,Gym-Attendance Streak,2023-10-10,2023-10-19,10,Festival/Holiday,False,False,False,False
STR-010066,MBR-016914,App-Log Streak,2023-04-08,2023-05-13,36,Injury,False,False,False,False
STR-001535,MBR-017453,Gym-Attendance Streak,2025-03-14,2025-03-26,13,Unknown,True,False,False,False
STR-027925,MBR-016787,Gym-Attendance Streak,2025-02-08,2025-03-03,24,Work Pressure,False,False,False,False
STR-004589,MBR-011868,Gym-Attendance Streak,2022-04-10,2022-04-18,9,Illness,False,False,False,False
STR-020629,MBR-001711,Gym-Attendance Streak,2025-06-27,2025-06-28,2,Festival/Holiday,True,False,False,False
STR-024399,MBR-013156,Gym-Attendance Streak,2024-06-27,2024-07-04,8,Unknown,False,False,False,False
STR-027253,MBR-015503,App-Log Streak,2023-11-04,2023-11-14,11,Festival/Holiday,True,False,False,False
STR-034114,MBR-016650,Gym-Attendance Streak,2024-02-04,2024-02-18,15,Motivation Loss,False,False,False,False
STR-039391,MBR-014604,App-Log Streak,2025-04-23,2025-07-31,100,Work Pressure,False,False,True,False
STR-029039,MBR-013037,App-Log Streak,2025-02-22,2025-03-02,9,Unknown,True,False,False,False
STR-038638,MBR-012299,Gym-Attendance Streak,2025-08-24,2025-09-03,11,Unknown,False,False,False,False
STR-040005,MBR-012167,Gym-Attendance Streak,2024-11-03,2024-11-14,12,Festival/Holiday,False,False,False,False
STR-019923,MBR-000675,App-Log Streak,2021-05-23,2021-08-20,90,Monsoon Disruption,True,False,True,False
STR-038134,MBR-014025,Gym-Attendance Streak,2022-04-14,2022-05-07,24,Unknown,False,False,False,False
STR-029530,MBR-017112,App-Log Streak,2021-11-13,2021-12-05,23,Festival/Holiday,False,False,False,False
STR-005847,MBR-002092,Gym-Attendance Streak,2022-08-03,2022-08-15,13,Festival/Holiday,False,False,False,False
STR-031228,MBR-001278,App-Log Streak,2024-11-20,2024-12-02,13,Unknown,True,False,False,False
STR-013586,MBR-013807,Gym-Attendance Streak,2023-05-14,2023-05-23,10,Festival/Holiday,True,False,False,False
STR-009171,MBR-003164,Gym-Attendance Streak,2023-07-11,2023-07-18,8,Motivation Loss,False,False,False,False
STR-005625,MBR-004770,Gym-Attendance Streak,2025-02-01,2025-02-20,20,Unknown,False,False,False,False
STR-027257,MBR-010735,Gym-Attendance Streak,2024-01-28,2024-01-31,4,Festival/Holiday,False,False,False,False
STR-003265,MBR-013373,App-Log Streak,2024-04-30,2024-05-19,20,Unknown,False,False,False,False
STR-004746,MBR-001376,App-Log Streak,2021-05-03,2021-05-03,1,Motivation Loss,False,False,False,False
STR-024652,MBR-010147,Gym-Attendance Streak,2022-04-12,2022-05-08,27,Motivation Loss,False,False,False,False
STR-023315,MBR-008069,Gym-Attendance Streak,2022-04-21,2022-04-22,2,Motivation Loss,True,False,False,False
STR-032676,MBR-008944,App-Log Streak,2021-03-31,2021-04-07,8,Monsoon Disruption,True,False,False,False
STR-019521,MBR-002960,App-Log Streak,2025-03-25,2025-05-08,45,Festival/Holiday,True,False,False,False
STR-001617,MBR-005748,Gym-Attendance Streak,2025-08-24,2025-09-30,38,Work Pressure,False,False,False,False
STR-006622,MBR-015908,App-Log Streak,2023-09-09,2023-09-11,3,Unknown,False,False,False,False
STR-003081,MBR-009742,App-Log Streak,2024-05-13,2024-06-11,30,Work Pressure,False,False,False,False
STR-001462,MBR-013958,App-Log Streak,2022-06-09,2022-07-19,41,Festival/Holiday,True,False,False,False
STR-000253,MBR-014994,App-Log Streak,2024-12-20,2025-01-19,31,Work Pressure,False,False,False,False
STR-027973,MBR-010109,App-Log Streak,2023-02-19,2023-02-20,2,Travel,True,False,False,False
STR-000634,MBR-015434,Gym-Attendance Streak,2024-10-06,2024-10-16,11,Work Pressure,False,False,False,False
STR-035065,MBR-001822,Gym-Attendance Streak,2023-04-02,2023-04-12,11,Work Pressure,False,False,False,False
STR-017067,MBR-009288,Gym-Attendance Streak,2022-06-05,2022-06-12,8,Unknown,False,False,False,False
STR-002609,MBR-012411,App-Log Streak,2024-01-04,2024-01-05,2,Monsoon Disruption,False,False,False,False
STR-029217,MBR-017403,Gym-Attendance Streak,2024-10-23,2024-10-29,7,Festival/Holiday,False,False,False,False
STR-006642,MBR-006531,Gym-Attendance Streak,2024-03-31,2024-04-12,13,Unknown,True,False,False,False
STR-013884,MBR-011006,Gym-Attendance Streak,2024-10-18,2024-10-22,5,Motivation Loss,True,False,False,False
STR-005329,MBR-015738,Gym-Attendance Streak,2022-05-15,2022-06-08,25,Unknown,True,False,False,False
STR-013412,MBR-014169,Gym-Attendance Streak,2023-07-24,2023-07-26,3,Unknown,False,False,False,False
STR-032913,MBR-014829,Gym-Attendance Streak,2021-01-31,2021-02-03,4,Festival/Holiday,True,False,False,False
STR-002845,MBR-013644,Gym-Attendance Streak,2022-03-29,2022-04-06,9,Unknown,False,False,False,False
STR-039035,MBR-012189,App-Log Streak,2021-02-01,2021-02-03,3,Unknown,False,False,False,False
STR-035585,MBR-002460,App-Log Streak,2022-02-26,2022-03-06,9,Unknown,True,False,False,False
STR-020766,MBR-011433,App-Log Streak,2022-10-18,2022-11-18,32,Work Pressure,False,False,False,False
STR-034816,MBR-010079,App-Log Streak,2025-01-22,2025-01-26,5,Unknown,False,False,False,False
STR-024078,MBR-016511,Gym-Attendance Streak,2024-11-30,2024-12-24,25,Unknown,True,False,False,False
STR-029994,MBR-008680,Gym-Attendance Streak,2021-07-13,2021-07-25,13,Monsoon Disruption,False,False,False,False
STR-038712,MBR-007022,Gym-Attendance Streak,2021-11-05,2021-11-10,6,Work Pressure,True,False,False,False
STR-014503,MBR-013476,Gym-Attendance Streak,2022-12-02,2022-12-13,12,Travel,False,False,False,False
STR-018896,MBR-013472,Gym-Attendance Streak,2023-07-20,2023-07-23,4,Unknown,False,False,False,False
STR-038187,MBR-001462,App-Log Streak,2023-06-09,2023-06-11,3,Festival/Holiday,False,False,False,False
STR-034021,MBR-000120,Gym-Attendance Streak,2024-03-13,2024-03-18,6,Festival/Holiday,False,False,False,False
STR-010694,MBR-010010,Gym-Attendance Streak,2021-07-21,2021-08-15,26,Unknown,True,False,False,False
STR-010365,MBR-006677,App-Log Streak,2021-08-08,2021-12-11,126,Motivation Loss,True,False,True,False
STR-007965,MBR-004450,Gym-Attendance Streak,2021-11-20,2022-01-14,56,Motivation Loss,True,False,True,False
STR-039211,MBR-007573,App-Log Streak,2025-02-18,2025-02-25,8,Unknown,True,False,False,False
STR-039918,MBR-001259,Gym-Attendance Streak,2023-11-09,2023-11-09,1,Festival/Holiday,False,False,False,False
STR-014214,MBR-002110,App-Log Streak,2025-05-22,2025-06-23,33,Unknown,True,False,False,False
STR-034500,MBR-016113,Gym-Attendance Streak,2022-08-16,2022-10-06,52,Unknown,False,False,False,False
STR-010508,MBR-011585,Gym-Attendance Streak,2025-08-12,2025-08-21,10,Work Pressure,False,False,False,False
STR-007340,MBR-010361,App-Log Streak,2025-01-21,2025-02-25,36,Unknown,True,False,False,False
STR-037243,MBR-004625,App-Log Streak,2025-03-19,2025-03-24,6,Illness,False,False,False,False
STR-016559,MBR-000291,Gym-Attendance Streak,2023-05-03,2023-05-07,5,Motivation Loss,False,False,False,False
STR-033101,MBR-007741,Gym-Attendance Streak,2022-08-08,2022-09-01,25,Festival/Holiday,False,False,False,False
STR-001289,MBR-010446,App-Log Streak,2022-06-19,2022-06-27,9,Monsoon Disruption,False,False,False,False
STR-003123,MBR-004518,App-Log Streak,2024-09-09,2024-09-15,7,Unknown,False,False,False,False
STR-006510,MBR-001611,Gym-Attendance Streak,2025-09-22,,9,Ongoing,False,True,False,False
STR-037756,MBR-011656,Gym-Attendance Streak,2021-04-23,2021-05-20,28,Injury,False,False,False,False
STR-030412,MBR-004586,Gym-Attendance Streak,2025-04-19,2025-04-28,10,Unknown,False,False,False,False
STR-026999,MBR-014529,App-Log Streak,2023-05-27,2023-06-17,22,Monsoon Disruption,True,False,False,False
STR-014857,MBR-003749,Gym-Attendance Streak,2021-10-20,2021-10-21,2,Festival/Holiday,False,False,False,False
STR-000201,MBR-008112,App-Log Streak,2022-05-29,2022-05-30,2,Work Pressure,False,False,False,False
STR-017156,MBR-015092,App-Log Streak,2021-05-18,2021-05-30,13,Monsoon Disruption,True,False,False,False
STR-002969,MBR-010322,App-Log Streak,2023-04-17,2023-04-24,8,Illness,False,False,False,False
STR-029144,MBR-013187,Gym-Attendance Streak,2022-12-27,2023-01-18,23,Illness,False,False,False,False
STR-034233,MBR-012730,App-Log Streak,2023-10-05,2023-10-10,6,Unknown,False,False,False,False
STR-027633,MBR-003463,App-Log Streak,2022-09-21,2022-11-23,64,Unknown,False,False,True,False
STR-004458,MBR-011875,Gym-Attendance Streak,2023-09-13,2023-09-19,7,Festival/Holiday,False,False,False,False
STR-032630,MBR-015266,Gym-Attendance Streak,2025-03-11,2025-04-04,25,Illness,True,False,False,False
STR-039947,MBR-015795,Gym-Attendance Streak,2024-10-14,2024-10-18,5,Unknown,False,False,False,False
STR-007337,MBR-011429,App-Log Streak,2022-02-13,2022-02-14,2,Unknown,True,False,False,False
STR-031807,MBR-006398,App-Log Streak,2024-05-08,2024-05-31,24,Motivation Loss,False,False,False,False
STR-038728,MBR-016624,App-Log Streak,2022-02-04,2022-02-16,13,Work Pressure,False,False,False,False
STR-007840,MBR-009651,App-Log Streak,2022-07-05,2022-07-10,6,Unknown,True,False,False,False
STR-000206,MBR-002228,App-Log Streak,2024-01-01,2024-02-06,37,Unknown,True,False,False,False
STR-011381,MBR-009600,App-Log Streak,2021-04-27,2021-05-21,25,Motivation Loss,True,False,False,False
STR-025634,MBR-003125,Gym-Attendance Streak,2022-12-28,2023-01-15,19,Unknown,False,False,False,False
STR-033879,MBR-008127,App-Log Streak,2024-11-16,2024-11-29,14,Work Pressure,True,False,False,False
STR-008178,MBR-009884,App-Log Streak,2024-11-08,2024-11-28,21,Work Pressure,False,False,False,False
STR-020244,MBR-001434,App-Log Streak,2024-07-10,2024-07-13,4,Unknown,False,False,False,False
STR-008115,MBR-016468,Gym-Attendance Streak,2025-06-05,2025-06-05,1,Motivation Loss,False,False,False,False
STR-033890,MBR-000050,Gym-Attendance Streak,2025-03-01,2025-03-06,6,Unknown,False,False,False,False
STR-039976,MBR-011605,Gym-Attendance Streak,2024-05-31,2024-06-04,5,Illness,False,False,False,False
STR-013386,MBR-015867,App-Log Streak,2022-04-04,2022-04-07,4,Injury,True,False,False,False
STR-032726,MBR-002098,Gym-Attendance Streak,2023-11-07,2023-11-08,2,Motivation Loss,False,False,False,False
STR-007729,MBR-010388,Gym-Attendance Streak,2025-02-01,2025-02-08,8,Festival/Holiday,True,False,False,False
STR-020826,MBR-000530,Gym-Attendance Streak,2023-08-08,2023-09-13,37,Illness,False,False,False,False
STR-022018,MBR-005506,App-Log Streak,2023-12-10,2024-01-07,29,Unknown,True,False,False,False
STR-011559,MBR-012866,Gym-Attendance Streak,2023-02-10,2023-02-20,11,Injury,False,False,False,False
STR-000750,MBR-010285,Gym-Attendance Streak,2024-11-07,,328,Ongoing,True,True,True,True
STR-007776,MBR-013838,Gym-Attendance Streak,2025-03-07,2025-04-28,53,Work Pressure,True,False,False,False
STR-015349,MBR-009330,App-Log Streak,2022-11-24,2022-11-29,6,Festival/Holiday,False,False,False,False
STR-016471,MBR-002694,App-Log Streak,2025-04-25,2025-05-04,10,Unknown,False,False,False,False
STR-033573,MBR-006145,Gym-Attendance Streak,2024-10-16,2024-10-19,4,Festival/Holiday,False,False,False,False
STR-033795,MBR-003255,Gym-Attendance Streak,2025-07-30,2025-09-04,37,Unknown,True,False,False,False
STR-039528,MBR-001520,App-Log Streak,2023-01-23,2023-02-03,12,Work Pressure,False,False,False,False
STR-000885,MBR-007030,Gym-Attendance Streak,2024-10-08,2024-10-09,2,Unknown,False,False,False,False
STR-018940,MBR-015553,Gym-Attendance Streak,2023-07-06,2023-07-24,19,Unknown,True,False,False,False
STR-024704,MBR-003218,App-Log Streak,2024-08-02,2024-08-03,2,Unknown,False,False,False,False
STR-001813,MBR-017409,Gym-Attendance Streak,2024-03-21,2024-04-05,16,Motivation Loss,False,False,False,False
STR-035194,MBR-012419,Gym-Attendance Streak,2024-12-07,2024-12-14,8,Unknown,True,False,False,False
STR-023734,MBR-002639,App-Log Streak,2021-06-08,2021-06-11,4,Unknown,False,False,False,False
STR-004960,MBR-016830,Gym-Attendance Streak,2023-03-21,2023-04-02,13,Motivation Loss,False,False,False,False
STR-038816,MBR-002350,App-Log Streak,2021-10-21,2021-11-02,13,Unknown,False,False,False,False
STR-021555,MBR-008600,App-Log Streak,2022-12-09,2023-01-28,51,Work Pressure,False,False,False,False
STR-022567,MBR-009707,Gym-Attendance Streak,2024-05-05,2024-05-17,13,Unknown,True,False,False,False
STR-017239,MBR-003643,Gym-Attendance Streak,2022-09-17,2022-11-17,62,Injury,True,False,True,False
STR-032081,MBR-016394,Gym-Attendance Streak,2025-02-14,2025-03-04,19,Unknown,False,False,False,False
STR-037705,MBR-003375,Gym-Attendance Streak,2022-09-20,2022-09-20,1,Work Pressure,False,False,False,False
STR-026652,MBR-004623,Gym-Attendance Streak,2023-03-31,2023-04-16,17,Festival/Holiday,False,False,False,False
STR-035807,MBR-013940,Gym-Attendance Streak,2021-07-01,2021-07-05,5,Unknown,False,False,False,False
STR-012687,MBR-004938,Gym-Attendance Streak,2023-01-05,2023-01-24,20,Unknown,False,False,False,False
STR-034165,MBR-016900,Gym-Attendance Streak,2021-08-01,2021-09-12,43,Unknown,True,False,False,False
STR-018511,MBR-003178,App-Log Streak,2023-04-12,2023-09-18,160,Unknown,False,False,True,False
STR-020535,MBR-001539,App-Log Streak,2021-02-16,2021-03-01,14,Festival/Holiday,False,False,False,False
STR-005630,MBR-010025,Gym-Attendance Streak,2022-11-29,2022-11-29,1,Unknown,False,False,False,False
STR-025032,MBR-008404,Gym-Attendance Streak,2022-11-14,2023-01-26,74,Monsoon Disruption,True,False,True,False
STR-018455,MBR-013128,App-Log Streak,2023-10-07,2023-10-14,8,Work Pressure,False,False,False,False
STR-000269,MBR-011209,App-Log Streak,2021-05-21,2021-05-27,7,Unknown,False,False,False,False
STR-030751,MBR-010017,App-Log Streak,2025-03-15,2025-03-21,7,Unknown,True,False,False,False
STR-009308,MBR-007069,Gym-Attendance Streak,2023-11-12,2024-04-19,160,Unknown,True,False,True,False
STR-012889,MBR-014344,Gym-Attendance Streak,2023-04-14,2023-04-26,13,Festival/Holiday,False,False,False,False
STR-021305,MBR-012892,App-Log Streak,2023-09-13,2023-10-08,26,Unknown,True,False,False,False
STR-034883,MBR-015444,Gym-Attendance Streak,2025-06-10,,113,Ongoing,True,True,True,False
STR-020944,MBR-009869,Gym-Attendance Streak,2025-07-08,2025-08-06,30,Illness,False,False,False,False
STR-021694,MBR-007832,App-Log Streak,2022-09-21,2022-09-21,1,Work Pressure,True,False,False,False
STR-028961,MBR-006491,App-Log Streak,2025-02-19,2025-03-04,14,Work Pressure,False,False,False,False
STR-011432,MBR-002887,App-Log Streak,2021-04-28,2021-05-07,10,Festival/Holiday,False,False,False,False
STR-008465,MBR-011710,App-Log Streak,2025-08-11,,51,Ongoing,False,True,False,False
STR-026153,MBR-004364,Gym-Attendance Streak,2024-01-14,2024-01-20,7,Festival/Holiday,True,False,False,False
STR-017723,MBR-005032,Gym-Attendance Streak,2022-01-17,2022-01-21,5,Work Pressure,False,False,False,False
STR-006581,MBR-007031,Gym-Attendance Streak,2024-05-18,2024-05-30,13,Unknown,True,False,False,False
STR-001581,MBR-002793,Gym-Attendance Streak,2021-02-16,2021-06-05,110,Unknown,True,False,True,False
STR-013596,MBR-013781,App-Log Streak,2022-03-28,2022-04-07,11,Injury,True,False,False,False
STR-015158,MBR-005874,Gym-Attendance Streak,2022-07-05,2022-08-03,30,Monsoon Disruption,False,False,False,False
