event_id,member_id,event_datetime,event_type,platform,session_duration_seconds,notification_engagement,event_day_of_week,event_hour,is_session_duration_outlier
APP-022260,MBR-007765,2025-09-05 21:46:19,Workout Logged Manually,Android,77,Opened,Friday,21,False
APP-027498,MBR-009605,2023-11-21 16:55:01,Badge Earned,Android,83,Not Applicable,Tuesday,16,False
APP-066069,MBR-004788,2024-11-30 19:26:00,Reminder Snoozed,Android,9,Opened,Saturday,19,False
APP-012254,MBR-001593,2024-08-17 00:01:13,Community/WhatsApp-style Group Post,Android,60,Not Applicable,Saturday,0,False
APP-029220,MBR-009002,2024-02-10 19:30:29,Workout Logged Manually,iOS,55,Not Applicable,Saturday,19,False
APP-028437,MBR-004418,2024-12-05 13:40:56,Workout Logged Manually,iOS,186,Not Applicable,Thursday,13,True
APP-030887,MBR-006930,2025-06-30 21:15:25,Reminder Snoozed,Android,14,Opened,Monday,21,False
APP-046176,MBR-005251,2022-06-08 05:13:09,Diet Log Entry,iOS,230,Not Applicable,Wednesday,5,True
APP-090764,MBR-015859,2022-11-02 03:20:58,Workout Logged Manually,iOS,206,Not Applicable,Wednesday,3,True
APP-005036,MBR-017005,2022-07-14 01:11:15,Badge Earned,Android,40,Not Applicable,Thursday,1,False
APP-046295,MBR-003842,2025-10-05 12:55:22,App Opened–No Action,iOS,12,Not Applicable,Sunday,12,False
APP-070886,MBR-000157,2022-11-23 10:05:44,Streak Viewed,iOS,26,Not Applicable,Wednesday,10,False
APP-094281,MBR-003333,2022-08-24 08:51:33,Workout Logged Manually,iOS,159,Not Applicable,Wednesday,8,False
APP-067056,MBR-005673,2025-02-12 09:54:40,Streak Viewed,Android,28,Not Applicable,Wednesday,9,False
APP-005400,MBR-009653,2025-01-01 08:11:41,Badge Earned,Android,8,Not Applicable,Wednesday,8,False
APP-021116,MBR-006118,2025-01-26 00:00:00,Streak Viewed,iOS,30,Not Applicable,Sunday,0,False
APP-060163,MBR-010781,2025-01-08 05:21:21,Diet Log Entry,Android,244,Not Applicable,Wednesday,5,True
APP-079389,MBR-000529,2025-04-11 07:53:03,Diet Log Entry,Android,174,Not Applicable,Friday,7,True
APP-071271,MBR-001888,2023-11-20 17:45:35,Workout Logged Manually,Android,57,Not Applicable,Monday,17,False
APP-082104,MBR-003828,2025-06-27 09:02:50,Streak Viewed,Android,54,Not Applicable,Friday,9,False
APP-050787,MBR-009498,2024-11-26 19:40:32,Community/WhatsApp-style Group Post,Android,150,Not Applicable,Tuesday,19,False
APP-011654,MBR-015080,2025-10-04 17:38:20,Push Notification Opened,Android,4,Ignored,Saturday,17,False
APP-061400,MBR-003402,2022-05-13 19:16:20,Workout Logged Manually,iOS,75,Not Applicable,Friday,19,False
APP-027622,MBR-007309,2024-03-15 17:23:36,Reminder Snoozed,iOS,18,Opened,Friday,17,False
APP-056151,MBR-007247,2025-08-16 08:25:11,Push Notification Opened,iOS,21,Dismissed,Saturday,8,False
APP-017190,MBR-003589,2025-05-28 13:21:06,Community/WhatsApp-style Group Post,iOS,262,Not Applicable,Wednesday,13,True
APP-041935,MBR-009370,2021-11-11 08:43:37,Push Notification Opened,Android,17,Ignored,Thursday,8,False
APP-093541,MBR-006462,2025-06-16 06:46:41,Referral Sent,Android,24,Ignored,Monday,6,False
APP-020991,MBR-001230,2025-01-21 13:39:37,App Opened–No Action,iOS,9,Not Applicable,Tuesday,13,False
APP-088522,MBR-014137,2025-05-08 23:19:57,Streak Viewed,Android,58,Not Applicable,Thursday,23,False
APP-087019,MBR-003096,2025-10-04 09:52:20,Badge Earned,Android,19,Not Applicable,Saturday,9,False
APP-025590,MBR-008458,2025-02-01 07:54:21,App Opened–No Action,Android,11,Not Applicable,Saturday,7,False
APP-012210,MBR-011117,2025-07-14 18:47:39,App Opened–No Action,iOS,2,Not Applicable,Monday,18,False
APP-069076,MBR-011963,2024-03-29 05:07:09,Referral Sent,Android,25,Not Applicable,Friday,5,False
APP-081463,MBR-015398,2023-10-12 17:05:04,Diet Log Entry,Android,60,Dismissed,Thursday,17,False
APP-094092,MBR-016183,2024-02-08 19:45:11,App Opened–No Action,Android,7,Not Applicable,Thursday,19,False
APP-006147,MBR-007944,2024-01-16 19:02:01,App Opened–No Action,Android,7,Not Applicable,Tuesday,19,False
APP-001000,MBR-017424,2023-11-11 06:30:30,Streak Viewed,iOS,23,Not Applicable,Saturday,6,False
APP-055415,MBR-013735,2025-09-10 08:40:51,Reminder Snoozed,Android,9,Opened,Wednesday,8,False
APP-023212,MBR-002322,2021-10-11 18:06:26,Reminder Snoozed,Android,10,Ignored,Monday,18,False
APP-010936,MBR-007127,2024-09-15 15:06:26,App Opened–No Action,iOS,14,Not Applicable,Sunday,15,False
APP-087494,MBR-000811,2024-01-11 20:47:21,Streak Viewed,Android,12,Not Applicable,Thursday,20,False
APP-032224,MBR-014329,2025-07-06 20:15:31,Push Notification Opened,Android,12,Opened,Sunday,20,False
APP-039554,MBR-001855,2023-10-04 08:14:50,Badge Earned,Android,70,Opened,Wednesday,8,False
APP-075617,MBR-000238,2022-02-26 09:25:57,App Opened–No Action,Android,14,Not Applicable,Saturday,9,False
APP-008172,MBR-008595,2025-01-22 10:46:21,Community/WhatsApp-style Group Post,Android,122,Not Applicable,Wednesday,10,False
APP-044118,MBR-004523,2022-11-26 18:07:38,Diet Log Entry,iOS,385,Not Applicable,Saturday,18,True
APP-015346,MBR-003686,2023-07-10 23:25:32,Badge Earned,Android,23,Not Applicable,Monday,23,False
APP-030369,MBR-001884,2023-12-08 07:01:42,Workout Logged Manually,Android,144,Not Applicable,Friday,7,False
APP-019347,MBR-010472,2024-01-23 21:33:40,Push Notification Opened,Android,6,Opened,Tuesday,21,False
APP-061470,MBR-016370,2025-06-21 10:43:27,Streak Viewed,iOS,41,Not Applicable,Saturday,10,False
APP-034511,MBR-008626,2022-03-08 18:55:47,Community/WhatsApp-style Group Post,Android,44,Not Applicable,Tuesday,18,False
APP-090849,MBR-005062,2025-10-03 20:44:32,Push Notification Opened,iOS,37,Ignored,Friday,20,False
APP-037207,MBR-001280,2022-04-27 01:55:07,Push Notification Opened,Android,14,Opened,Wednesday,1,False
APP-004392,MBR-000159,2024-02-06 07:20:51,Workout Logged Manually,iOS,113,Not Applicable,Tuesday,7,False
APP-033650,MBR-017286,2025-08-14 14:26:52,Badge Earned,Android,31,Not Applicable,Thursday,14,False
APP-023820,MBR-002068,2023-06-11 00:04:22,Reminder Snoozed,iOS,7,Ignored,Sunday,0,False
APP-050220,MBR-007800,2022-02-10 19:19:23,Reminder Snoozed,iOS,20,Opened,Thursday,19,False
APP-009320,MBR-005376,2022-09-17 19:03:37,Workout Logged Manually,iOS,77,Not Applicable,Saturday,19,False
APP-093471,MBR-007787,2021-04-23 16:32:18,Push Notification Opened,Android,18,Not Applicable,Friday,16,False
APP-039386,MBR-003046,2023-05-06 06:50:27,Workout Logged Manually,Android,136,Not Applicable,Saturday,6,False
APP-040624,MBR-014123,2025-05-06 16:00:40,Streak Viewed,Android,24,Not Applicable,Tuesday,16,False
APP-047138,MBR-004861,2023-12-30 20:42:43,Diet Log Entry,Android,81,Not Applicable,Saturday,20,False
APP-026483,MBR-012584,2022-10-10 10:46:37,Reminder Snoozed,Android,7,Ignored,Monday,10,False
APP-048676,MBR-007691,2023-06-20 13:45:20,Community/WhatsApp-style Group Post,Android,181,Not Applicable,Tuesday,13,True
APP-014642,MBR-002224,2025-04-22 11:30:35,Workout Logged Manually,iOS,125,Not Applicable,Tuesday,11,False
APP-050257,MBR-014720,2025-10-04 17:57:25,Community/WhatsApp-style Group Post,Android,324,Not Applicable,Saturday,17,True
APP-087585,MBR-003850,2023-02-12 22:08:18,Workout Logged Manually,Android,85,Not Applicable,Sunday,22,False
APP-034580,MBR-013742,2022-01-30 22:12:22,Push Notification Opened,Android,6,Ignored,Sunday,22,False
APP-088041,MBR-007007,2024-05-02 14:36:09,Streak Viewed,Android,24,Not Applicable,Thursday,14,False
APP-016179,MBR-017007,2023-12-11 17:17:52,App Opened–No Action,Android,5,Not Applicable,Monday,17,False
APP-014915,MBR-001652,2025-01-09 20:30:58,Push Notification Opened,iOS,13,Opened,Thursday,20,False
APP-072820,MBR-013429,2025-05-26 20:12:37,Referral Sent,Android,30,Not Applicable,Monday,20,False
APP-020168,MBR-016453,2024-05-02 21:38:36,Streak Viewed,Android,41,Not Applicable,Thursday,21,False
APP-085303,MBR-010452,2024-06-09 05:57:49,App Opened–No Action,Android,6,Not Applicable,Sunday,5,False
APP-019520,MBR-007157,2021-06-18 06:31:33,Community/WhatsApp-style Group Post,iOS,140,Not Applicable,Friday,6,False
APP-056700,MBR-003191,2024-11-29 07:56:46,Workout Logged Manually,iOS,77,Not Applicable,Friday,7,False
APP-057644,MBR-005834,2024-05-01 05:27:25,Diet Log Entry,iOS,78,Not Applicable,Wednesday,5,False
APP-092354,MBR-013789,2025-01-14 21:05:58,Diet Log Entry,iOS,67,Not Applicable,Tuesday,21,False
APP-073362,MBR-016604,2025-01-14 14:55:05,Streak Viewed,Android,17,Not Applicable,Tuesday,14,False
APP-020623,MBR-011204,2025-06-30 01:43:12,Reminder Snoozed,Android,11,Opened,Monday,1,False
APP-095032,MBR-007912,2025-10-04 21:15:22,Push Notification Opened,Android,15,Opened,Saturday,21,False
APP-038850,MBR-012813,2025-07-22 15:19:52,Community/WhatsApp-style Group Post,Android,179,Not Applicable,Tuesday,15,True
APP-018832,MBR-012444,2025-01-08 06:28:32,Diet Log Entry,iOS,86,Not Applicable,Wednesday,6,False
APP-005911,MBR-012480,2023-07-01 06:25:14,Push Notification Opened,Android,5,Dismissed,Saturday,6,False
APP-062615,MBR-006190,2024-01-28 00:00:00,App Opened–No Action,Android,11,Not Applicable,Sunday,0,False
APP-060152,MBR-002420,2025-03-07 18:59:03,Reminder Snoozed,Android,8,Dismissed,Friday,18,False
APP-025710,MBR-010509,2023-08-02 14:42:06,Reminder Snoozed,iOS,5,Ignored,Wednesday,14,False
APP-046979,MBR-007752,2024-10-16 12:11:12,Workout Logged Manually,Android,70,Not Applicable,Wednesday,12,False
APP-012774,MBR-000674,2024-09-27 09:55:56,App Opened–No Action,Android,15,Not Applicable,Friday,9,False
APP-015221,MBR-006209,2023-05-30 11:00:50,Workout Logged Manually,Android,43,Not Applicable,Tuesday,11,False
APP-013831,MBR-004485,2024-06-27 06:58:43,Workout Logged Manually,Android,70,Not Applicable,Thursday,6,False
APP-073509,MBR-012823,2024-10-16 20:48:22,Community/WhatsApp-style Group Post,Android,169,Not Applicable,Wednesday,20,True
APP-083566,MBR-016900,2025-07-21 07:31:46,Streak Viewed,Android,23,Not Applicable,Monday,7,False
APP-042133,MBR-004006,2025-01-03 19:54:00,Reminder Snoozed,Android,5,Ignored,Friday,19,False
APP-054960,MBR-013758,2025-06-07 21:28:26,Workout Logged Manually,Android,143,Not Applicable,Saturday,21,False
APP-071058,MBR-012364,2025-08-06 09:11:50,Diet Log Entry,Android,42,Not Applicable,Wednesday,9,False
APP-059021,MBR-016197,2023-05-10 13:13:51,App Opened–No Action,Android,3,Not Applicable,Wednesday,13,False
APP-024326,MBR-012744,2024-06-06 19:26:57,Workout Logged Manually,Android,53,Not Applicable,Thursday,19,False
APP-028311,MBR-005570,2025-01-02 21:37:16,Workout Logged Manually,iOS,85,Not Applicable,Thursday,21,False
APP-031376,MBR-011758,2023-11-17 22:20:14,Diet Log Entry,Android,180,Not Applicable,Friday,22,True
APP-081537,MBR-001268,2024-10-22 15:35:20,Push Notification Opened,iOS,16,Opened,Tuesday,15,False
APP-063167,MBR-008360,2024-10-17 05:57:35,Push Notification Opened,Android,6,Dismissed,Thursday,5,False
APP-013595,MBR-014755,2025-02-12 17:11:00,Referral Sent,iOS,50,Not Applicable,Wednesday,17,False
APP-067010,MBR-015443,2024-02-15 18:17:37,Badge Earned,Android,22,Not Applicable,Thursday,18,False
APP-052198,MBR-015529,2023-07-19 20:37:38,Streak Viewed,iOS,73,Not Applicable,Wednesday,20,False
APP-049761,MBR-015949,2024-09-26 08:21:32,Push Notification Opened,Android,17,Opened,Thursday,8,False
APP-088511,MBR-000144,2024-04-19 17:39:07,Push Notification Opened,iOS,10,Opened,Friday,17,False
APP-042270,MBR-004343,2023-12-29 12:31:41,App Opened–No Action,Android,8,Not Applicable,Friday,12,False
APP-034963,MBR-003683,2025-08-05 06:33:38,Community/WhatsApp-style Group Post,Android,142,Not Applicable,Tuesday,6,False
APP-029746,MBR-012991,2025-10-05 21:51:42,Workout Logged Manually,Android,39,Not Applicable,Sunday,21,False
APP-079395,MBR-000529,2025-08-22 05:10:03,Push Notification Opened,Android,24,Opened,Friday,5,False
APP-006679,MBR-008201,2024-12-12 20:07:38,Workout Logged Manually,Android,35,Not Applicable,Thursday,20,False
APP-093273,MBR-000852,2025-02-11 10:33:53,Reminder Snoozed,Android,12,Ignored,Tuesday,10,False
APP-018457,MBR-002390,2024-12-22 10:42:55,Streak Viewed,Android,26,Not Applicable,Sunday,10,False
APP-069566,MBR-008107,2024-04-07 10:00:34,Diet Log Entry,Android,107,Dismissed,Sunday,10,False
APP-073484,MBR-015169,2023-05-13 19:39:30,Diet Log Entry,Android,141,Not Applicable,Saturday,19,False
APP-004473,MBR-012284,2023-02-04 05:06:56,Workout Logged Manually,Android,62,Not Applicable,Saturday,5,False
APP-090081,MBR-003566,2024-12-26 20:03:05,Workout Logged Manually,Android,67,Not Applicable,Thursday,20,False
APP-076816,MBR-005939,2025-03-28 15:45:35,Referral Sent,Android,448,Not Applicable,Friday,15,True
APP-082306,MBR-007004,2022-11-14 18:00:51,Reminder Snoozed,Android,4,Dismissed,Monday,18,False
APP-088643,MBR-011726,2023-06-04 05:22:46,Workout Logged Manually,Android,163,Not Applicable,Sunday,5,True
APP-093485,MBR-008834,2025-09-11 19:19:56,Workout Logged Manually,iOS,44,Not Applicable,Thursday,19,False
APP-073502,MBR-012823,2024-01-25 10:50:02,Streak Viewed,Android,52,Not Applicable,Thursday,10,False
APP-060654,MBR-000372,2022-02-04 17:20:19,Streak Viewed,Android,10,Not Applicable,Friday,17,False
APP-027124,MBR-012667,2025-09-27 23:20:52,Referral Sent,Android,32,Not Applicable,Saturday,23,False
APP-056823,MBR-002489,2025-02-07 09:35:40,Reminder Snoozed,Android,4,Ignored,Friday,9,False
APP-036814,MBR-006290,2025-09-29 00:26:23,Push Notification Opened,iOS,6,Ignored,Monday,0,False
APP-094629,MBR-015377,2023-07-05 21:29:50,Referral Sent,Android,26,Not Applicable,Wednesday,21,False
APP-086644,MBR-005625,2024-06-18 02:26:22,App Opened–No Action,Android,11,Not Applicable,Tuesday,2,False
APP-022918,MBR-016897,2024-05-11 07:24:25,Push Notification Opened,iOS,10,Opened,Saturday,7,False
APP-030058,MBR-014480,2025-04-16 10:30:46,Diet Log Entry,Android,259,Not Applicable,Wednesday,10,True
APP-074321,MBR-007121,2024-08-03 12:27:18,Referral Sent,Android,126,Not Applicable,Saturday,12,False
APP-009428,MBR-015971,2024-07-05 16:59:43,Workout Logged Manually,Android,140,Not Applicable,Friday,16,False
APP-058994,MBR-003689,2023-05-10 09:16:44,Diet Log Entry,Android,807,Not Applicable,Wednesday,9,True
APP-068050,MBR-009514,2025-04-19 22:03:24,Push Notification Opened,iOS,22,Opened,Saturday,22,False
APP-094989,MBR-016429,2024-12-27 20:11:43,Streak Viewed,Android,13,Not Applicable,Friday,20,False
APP-027877,MBR-015760,2025-05-05 22:38:00,Badge Earned,Android,78,Not Applicable,Monday,22,False
APP-062424,MBR-017486,2025-02-19 09:28:48,Reminder Snoozed,iOS,7,Dismissed,Wednesday,9,False
APP-024181,MBR-005872,2025-04-12 05:13:30,Push Notification Opened,Android,9,Opened,Saturday,5,False
APP-016216,MBR-004478,2023-06-07 20:42:25,Workout Logged Manually,Android,202,Not Applicable,Wednesday,20,True
APP-039238,MBR-014757,2022-04-15 17:08:51,Badge Earned,Android,61,Not Applicable,Friday,17,False
APP-069876,MBR-005556,2023-01-24 17:44:44,Push Notification Opened,iOS,4,Opened,Tuesday,17,False
APP-088943,MBR-009515,2025-03-29 21:30:48,Push Notification Opened,Android,14,Ignored,Saturday,21,False
APP-083254,MBR-001021,2023-04-14 00:13:18,Reminder Snoozed,Android,3,Ignored,Friday,0,False
APP-053513,MBR-009143,2023-05-30 19:55:53,Workout Logged Manually,Android,266,Not Applicable,Tuesday,19,True
APP-038482,MBR-007108,2025-01-22 06:39:46,App Opened–No Action,Android,3,Not Applicable,Wednesday,6,False
APP-091505,MBR-005963,2024-05-03 08:59:44,Streak Viewed,Android,27,Not Applicable,Friday,8,False
APP-054355,MBR-004797,2023-11-17 06:38:09,Reminder Snoozed,Android,8,Opened,Friday,6,False
APP-061324,MBR-006948,2025-01-29 20:15:15,Workout Logged Manually,Android,41,Not Applicable,Wednesday,20,False
APP-083538,MBR-011998,2024-02-12 18:34:24,Streak Viewed,Android,48,Not Applicable,Monday,18,False
APP-080131,MBR-014662,2024-01-22 00:42:33,App Opened–No Action,Android,23,Not Applicable,Monday,0,False
APP-046624,MBR-004126,2023-05-17 06:06:01,Streak Viewed,Android,52,Not Applicable,Wednesday,6,False
APP-031642,MBR-004812,2024-11-28 10:16:04,App Opened–No Action,Android,9,Not Applicable,Thursday,10,False
APP-065757,MBR-002017,2024-04-16 17:27:46,Referral Sent,Android,74,Not Applicable,Tuesday,17,False
APP-031990,MBR-004442,2025-03-30 05:35:53,Push Notification Opened,Android,4,Ignored,Sunday,5,False
APP-025939,MBR-003908,2024-03-31 14:30:03,Streak Viewed,Android,20,Not Applicable,Sunday,14,False
APP-001042,MBR-001300,2025-04-11 05:05:07,Workout Logged Manually,Android,113,Not Applicable,Friday,5,False
APP-090193,MBR-015313,2025-10-04 11:53:57,App Opened–No Action,Android,8,Not Applicable,Saturday,11,False
APP-025414,MBR-002768,2024-07-26 01:31:57,App Opened–No Action,iOS,5,Not Applicable,Friday,1,False
APP-047303,MBR-014850,2022-01-29 17:00:32,Workout Logged Manually,Android,161,Not Applicable,Saturday,17,True
APP-031174,MBR-011090,2023-01-05 05:40:08,Workout Logged Manually,iOS,19,Not Applicable,Thursday,5,False
APP-073971,MBR-001109,2024-07-27 10:49:57,Badge Earned,Android,82,Not Applicable,Saturday,10,False
APP-059957,MBR-014768,2024-07-18 21:52:22,Diet Log Entry,Android,125,Not Applicable,Thursday,21,False
APP-038063,MBR-015150,2025-06-09 21:13:01,Workout Logged Manually,Android,32,Not Applicable,Monday,21,False
APP-002190,MBR-006781,2025-05-27 07:55:23,Community/WhatsApp-style Group Post,Android,93,Not Applicable,Tuesday,7,False
APP-039601,MBR-008160,2025-01-31 12:13:03,App Opened–No Action,Android,4,Not Applicable,Friday,12,False
APP-039898,MBR-012559,2025-07-18 00:42:57,Reminder Snoozed,Android,10,Opened,Friday,0,False
APP-065746,MBR-005970,2025-07-30 09:34:52,Push Notification Opened,Android,111,Opened,Wednesday,9,False
APP-001755,MBR-000871,2021-05-10 09:44:20,Diet Log Entry,Android,184,Not Applicable,Monday,9,True
APP-056069,MBR-001404,2023-09-29 05:00:58,App Opened–No Action,iOS,6,Not Applicable,Friday,5,False
APP-041679,MBR-007135,2022-06-27 20:29:47,Diet Log Entry,Android,167,Not Applicable,Monday,20,True
APP-047438,MBR-015835,2024-01-15 00:00:00,Streak Viewed,Android,48,Not Applicable,Monday,0,False
APP-078042,MBR-003903,2023-08-05 16:04:54,Streak Viewed,Android,28,Not Applicable,Saturday,16,False
APP-080406,MBR-000825,2024-05-20 08:39:19,Workout Logged Manually,iOS,132,Not Applicable,Monday,8,False
APP-062490,MBR-010490,2025-05-15 11:31:15,Streak Viewed,Android,22,Not Applicable,Thursday,11,False
APP-050142,MBR-001434,2025-01-16 19:54:03,Workout Logged Manually,iOS,88,Not Applicable,Thursday,19,False
APP-087035,MBR-009347,2024-12-28 18:26:29,Workout Logged Manually,Android,109,Not Applicable,Saturday,18,False
APP-022837,MBR-010047,2022-03-28 16:59:42,Streak Viewed,Android,26,Not Applicable,Monday,16,False
APP-014077,MBR-008652,2022-08-04 07:09:24,App Opened–No Action,Android,8,Not Applicable,Thursday,7,False
APP-079839,MBR-002066,2021-04-06 07:35:54,Workout Logged Manually,Android,238,Not Applicable,Tuesday,7,True
APP-071916,MBR-011092,2022-01-18 08:32:31,Streak Viewed,Android,31,Not Applicable,Tuesday,8,False
APP-047100,MBR-003708,2021-10-30 12:17:41,Workout Logged Manually,Android,35,Not Applicable,Saturday,12,False
APP-072651,MBR-000227,2024-07-31 10:37:37,Push Notification Opened,iOS,16,Ignored,Wednesday,10,False
APP-051260,MBR-002449,2025-06-18 07:43:54,Push Notification Opened,iOS,4,Dismissed,Wednesday,7,False
APP-090161,MBR-009874,2024-07-09 10:15:26,Reminder Snoozed,iOS,6,Opened,Tuesday,10,False
APP-057380,MBR-001238,2022-10-30 05:22:05,App Opened–No Action,Android,14,Not Applicable,Sunday,5,False
APP-064466,MBR-005746,2022-06-02 18:23:10,Streak Viewed,Android,14,Not Applicable,Thursday,18,False
APP-008171,MBR-008595,2025-08-04 19:47:15,Reminder Snoozed,Android,6,Ignored,Monday,19,False
APP-087655,MBR-008499,2021-08-23 10:46:35,App Opened–No Action,Android,18,Not Applicable,Monday,10,False
APP-047307,MBR-006391,2025-09-07 17:56:48,Streak Viewed,Android,38,Not Applicable,Sunday,17,False
APP-075470,MBR-009310,2022-08-10 08:19:46,Streak Viewed,Android,15,Not Applicable,Wednesday,8,False
